id,sku,name,description,category,sub_category,brand,price,cost_price,stock_quantity,is_active,created_at,updated_at
156,SF-00009-96,IronPath Resistance Band Set,Premium fitness product by IronPath. High quality and durable.,Sports,Fitness,IronPath,227.12,92.63,3290,True,2024-10-17 14:08:03,
157,HK-00006-51,ChefMate Desk Lamp,Premium kitchen product by ChefMate. High quality and durable.,Home,Kitchen,ChefMate,42.47,22.27,4779,True,2023-05-14 11:45:06,
158,ESH-00005-20,NexLink USB-C Hub,Premium smart home product by NexLink. High quality and durable.,Electronics,Smart Home,NexLink,657.63,299.82,715,True,2022-08-28 03:14:44,
159,BM-00006-87,Lumiere Co Dry Shampoo,Premium makeup product by Lumiere Co. High quality and durable.,Beauty,Makeup,Lumiere Co,93.92,59.19,2957,True,2024-08-21 15:11:07,
160,HD-00008-57,Serein Lab Desk Lamp,Premium decor product by Serein Lab. High quality and durable.,Home,Decor,Serein Lab,17.19,7.23,2523,True,2021-09-30 03:49:39,
161,EC-00008-63,OpticPro USB-C Hub,Premium cameras product by OpticPro. High quality and durable.,Electronics,Cameras,OpticPro,969.33,388.72,3472,True,2022-03-10 14:55:14,
162,FDSN-00008-86,MunchCo Granola Mix,Premium snacks product by MunchCo. High quality and durable.,Food & Drink,Snacks,MunchCo,11.46,4.27,3888,True,2023-11-09 02:29:07,
163,SC-00011-58,VeloEdge Jump Rope,Premium cycling product by VeloEdge. High quality and durable.,Sports,Cycling,VeloEdge,49.05,21.74,2239,True,2024-12-06 18:09:43,
164,FWA-00006-35,Fiorelux Baseball Cap,Premium women's apparel product by Fiorelux. High quality and durable.,Fashion,Women's Apparel,Fiorelux,109.28,47.39,4537,True,2023-07-28 06:13:21,
165,FDSN-00009-48,MunchCo Whey Protein,Premium snacks product by MunchCo. High quality and durable.,Food & Drink,Snacks,MunchCo,42.06,23.51,1839,False,2022-04-24 12:51:34,
166,HD-00009-91,Serein Lab Scented Candle,Premium decor product by Serein Lab. High quality and durable.,Home,Decor,Serein Lab,502.2,233.72,2356,True,2023-01-31 09:54:09,
167,SF-00010-45,IronPath Jump Rope,Premium fitness product by IronPath. High quality and durable.,Sports,Fitness,IronPath,204.82,131.03,4906,True,2025-02-01 19:37:33,
168,TO-00005-43,PlayZone Card Game,Premium outdoor play product by PlayZone. High quality and durable.,Toys,Outdoor Play,PlayZone,129.32,60.34,979,True,2021-02-24 12:15:20,
169,FDCT-00004-30,BrewRoots Collagen Powder,Premium coffee & tea product by BrewRoots. High quality and durable.,Food & Drink,Coffee & Tea,BrewRoots,48.62,17.07,3776,True,2024-01-16 08:35:30,
170,ESH-00006-44,NexLink 4K Webcam,Premium smart home product by NexLink. High quality and durable.,Electronics,Smart Home,NexLink,449.37,234.88,2916,False,2021-08-27 16:36:44,
171,TL-00013-90,BrightMind Magnetic Tiles,Premium learning toys product by BrightMind. High quality and durable.,Toys,Learning Toys,BrightMind,44.82,14.93,1369,True,2023-09-10 10:21:31,
172,FDSN-00010-48,MunchCo Granola Mix,Premium snacks product by MunchCo. High quality and durable.,Food & Drink,Snacks,MunchCo,25.36,13.8,2969,True,2023-12-29 11:23:08,
173,FDS-00010-11,PureBoost Collagen Powder,Premium supplements product by PureBoost. High quality and durable.,Food & Drink,Supplements,PureBoost,15.27,6.09,3972,True,2021-11-15 04:49:44,
174,EH-00006-74,Auraloop Portable Charger,Premium headphones product by Auraloop. High quality and durable.,Electronics,Headphones,Auraloop,284.81,104.23,4576,True,2021-12-21 01:58:32,
175,BM-00007-19,Lumiere Co Foundation Kit,Premium makeup product by Lumiere Co. High quality and durable.,Beauty,Makeup,Lumiere Co,24.55,8.49,142,True,2024-02-01 11:04:18,
176,EC-00009-86,OpticPro Smart Speaker,Premium cameras product by OpticPro. High quality and durable.,Electronics,Cameras,OpticPro,639.67,409.09,1410,True,2022-01-04 11:13:30,
177,EH-00007-98,Auraloop Smart Speaker,Premium headphones product by Auraloop. High quality and durable.,Electronics,Headphones,Auraloop,192.27,72.93,1026,True,2024-08-12 19:45:43,
178,FF-00005-19,StepUp Running Shoes,Premium footwear product by StepUp. High quality and durable.,Fashion,Footwear,StepUp,29.03,13.63,3532,False,2021-04-12 21:12:06,
179,FDSN-00011-75,MunchCo Cold Brew Blend,Premium snacks product by MunchCo. High quality and durable.,Food & Drink,Snacks,MunchCo,49.49,22.97,2072,False,2021-02-01 21:57:54,
180,FDS-00011-25,PureBoost Cold Brew Blend,Premium supplements product by PureBoost. High quality and durable.,Food & Drink,Supplements,PureBoost,74.01,27.52,1638,True,2021-04-01 21:43:04,
181,SF-00011-45,IronPath Water Bottle,Premium fitness product by IronPath. High quality and durable.,Sports,Fitness,IronPath,380.28,160.38,1315,True,2023-01-22 07:35:38,
182,TBG-00009-18,GameCraft Card Game,Premium board games product by GameCraft. High quality and durable.,Toys,Board Games,GameCraft,28.83,14.48,114,True,2022-08-19 02:49:05,
183,HK-00007-78,ChefMate Desk Lamp,Premium kitchen product by ChefMate. High quality and durable.,Home,Kitchen,ChefMate,12.55,6.95,1753,True,2025-01-14 21:21:13,
184,HF-00006-85,NestCraft Throw Pillow Set,Premium furniture product by NestCraft. High quality and durable.,Home,Furniture,NestCraft,119.22,63.87,879,True,2024-03-25 10:09:00,
185,BS-00010-75,Velvet Hue Vitamin C Serum,Premium skincare product by Velvet Hue. High quality and durable.,Beauty,Skincare,Velvet Hue,40.31,13.69,2574,True,2022-02-27 06:21:38,
186,BM-00008-46,Lumiere Co Lip Palette,Premium makeup product by Lumiere Co. High quality and durable.,Beauty,Makeup,Lumiere Co,87.11,27.37,2687,True,2023-06-01 03:36:07,
187,BH-00014-49,GlossGlow Foundation Kit,Premium haircare product by GlossGlow. High quality and durable.,Beauty,Haircare,GlossGlow,105.56,62.74,1850,True,2024-08-22 15:08:05,
188,ESH-00007-70,NexLink USB-C Hub,Premium smart home product by NexLink. High quality and durable.,Electronics,Smart Home,NexLink,1128.42,483.65,104,True,2021-11-23 18:11:03,
189,BM-00009-76,Lumiere Co Dry Shampoo,Premium makeup product by Lumiere Co. High quality and durable.,Beauty,Makeup,Lumiere Co,101.51,33.47,1174,True,2021-11-13 00:57:12,
190,FWA-00007-18,Fiorelux Wool Coat,Premium women's apparel product by Fiorelux. High quality and durable.,Fashion,Women's Apparel,Fiorelux,194.58,71.93,1640,True,2022-01-17 09:48:38,
191,EC-00010-73,OpticPro Portable Charger,Premium cameras product by OpticPro. High quality and durable.,Electronics,Cameras,OpticPro,352.26,193.65,4767,True,2024-05-28 11:43:26,
192,HD-00010-95,Serein Lab Coffee Maker,Premium decor product by Serein Lab. High quality and durable.,Home,Decor,Serein Lab,365.87,161.55,3969,True,2024-11-13 12:01:24,
193,SF-00012-42,IronPath Pull-Up Bar,Premium fitness product by IronPath. High quality and durable.,Sports,Fitness,IronPath,203.4,77.45,1102,False,2021-06-14 04:57:43,
194,FDS-00012-73,PureBoost Cold Brew Blend,Premium supplements product by PureBoost. High quality and durable.,Food & Drink,Supplements,PureBoost,55.86,35.76,3134,True,2022-04-20 12:52:13,
195,HF-00007-89,NestCraft Desk Lamp,Premium furniture product by NestCraft. High quality and durable.,Home,Furniture,NestCraft,66.84,21.84,4259,True,2024-12-18 21:06:23,
196,EL-00009-94,Voltix Portable Charger,Premium laptops product by Voltix. High quality and durable.,Electronics,Laptops,Voltix,610.03,290.79,4443,True,2021-02-24 21:35:58,
197,FDS-00013-65,PureBoost Herbal Tea Box,Premium supplements product by PureBoost. High quality and durable.,Food & Drink,Supplements,PureBoost,71.01,24.26,3687,True,2024-10-06 23:22:40,
198,BS-00011-14,Velvet Hue Moisturiser SPF30,Premium skincare product by Velvet Hue. High quality and durable.,Beauty,Skincare,Velvet Hue,33.12,17.58,2482,True,2025-03-07 23:22:32,
199,BS-00012-49,Velvet Hue Lip Palette,Premium skincare product by Velvet Hue. High quality and durable.,Beauty,Skincare,Velvet Hue,109.63,51.59,896,True,2024-12-30 16:11:51,
200,BH-00015-30,GlossGlow Lip Palette,Premium haircare product by GlossGlow. High quality and durable.,Beauty,Haircare,GlossGlow,79.95,34.94,4052,True,2024-01-01 23:58:23,
201,FDCT-00005-51,BrewRoots Cold Brew Blend,Premium coffee & tea product by BrewRoots. High quality and durable.,Food & Drink,Coffee & Tea,BrewRoots,9.61,4.87,1050,True,2021-03-25 13:47:50,
202,FDSN-00012-53,MunchCo Whey Protein,Premium snacks product by MunchCo. High quality and durable.,Food & Drink,Snacks,MunchCo,33.54,15.09,2927,True,2023-01-29 19:01:32,
203,EH-00008-92,Auraloop Smart Speaker,Premium headphones product by Auraloop. High quality and durable.,Electronics,Headphones,Auraloop,391.72,129.16,536,True,2023-11-15 20:51:08,
204,ESH-00008-78,NexLink USB-C Hub,Premium smart home product by NexLink. High quality and durable.,Electronics,Smart Home,NexLink,408.19,188.31,3460,True,2023-04-09 08:32:42,
205,SC-00012-70,VeloEdge Yoga Mat,Premium cycling product by VeloEdge. High quality and durable.,Sports,Cycling,VeloEdge,241.38,155.69,3094,True,2021-10-31 14:57:14,
206,FDCT-00006-22,BrewRoots Vitamin D Drops,Premium coffee & tea product by BrewRoots. High quality and durable.,Food & Drink,Coffee & Tea,BrewRoots,56.81,21.14,4069,True,2023-11-21 21:53:41,
207,EL-00010-56,Voltix Smart Doorbell,Premium laptops product by Voltix. High quality and durable.,Electronics,Laptops,Voltix,1164.08,431.43,617,True,2022-10-28 02:58:10,
208,HD-00011-16,Serein Lab Air Fryer,Premium decor product by Serein Lab. High quality and durable.,Home,Decor,Serein Lab,185.42,92.85,1850,True,2021-10-22 07:51:00,
209,TO-00006-44,PlayZone Science Kit,Premium outdoor play product by PlayZone. High quality and durable.,Toys,Outdoor Play,PlayZone,22.78,13.22,3893,True,2021-08-27 04:18:09,
210,FMA-00007-74,DapperCo Wool Coat,Premium men's apparel product by DapperCo. High quality and durable.,Fashion,Men's Apparel,DapperCo,405.98,183.31,4423,True,2024-06-03 21:44:01,
211,HF-00008-75,NestCraft Wall Clock,Premium furniture product by NestCraft. High quality and durable.,Home,Furniture,NestCraft,277.4,157.34,1479,True,2025-05-23 20:27:35,
212,FDS-00014-83,PureBoost Energy Gummies,Premium supplements product by PureBoost. High quality and durable.,Food & Drink,Supplements,PureBoost,42.44,22.55,3828,True,2024-09-09 12:50:29,
213,TBG-00010-90,GameCraft Puzzle Set,Premium board games product by GameCraft. High quality and durable.,Toys,Board Games,GameCraft,21.38,7.92,3788,True,2023-07-22 22:10:37,
214,FDCT-00007-62,BrewRoots Vitamin D Drops,Premium coffee & tea product by BrewRoots. High quality and durable.,Food & Drink,Coffee & Tea,BrewRoots,28.9,17.07,527,True,2024-07-05 09:38:05,
215,HD-00012-92,Serein Lab Air Fryer,Premium decor product by Serein Lab. High quality and durable.,Home,Decor,Serein Lab,104.74,56.6,1934,True,2022-04-11 21:59:45,
216,ESH-00009-41,NexLink USB-C Hub,Premium smart home product by NexLink. High quality and durable.,Electronics,Smart Home,NexLink,961.53,392.97,3976,True,2024-08-04 04:01:36,
217,FF-00006-35,StepUp Linen Shirt,Premium footwear product by StepUp. High quality and durable.,Fashion,Footwear,StepUp,96.49,33.55,2116,True,2022-07-01 18:24:33,
218,FF-00007-72,StepUp Linen Shirt,Premium footwear product by StepUp. High quality and durable.,Fashion,Footwear,StepUp,395.47,126.3,687,True,2021-07-17 12:59:41,
219,BM-00010-95,Lumiere Co Hair Mask,Premium makeup product by Lumiere Co. High quality and durable.,Beauty,Makeup,Lumiere Co,101.36,33.61,1151,True,2025-04-04 05:14:01,
220,SC-00013-95,VeloEdge Pro Bar,Premium cycling product by VeloEdge. High quality and durable.,Sports,Cycling,VeloEdge,334.16,211.32,4302,True,2023-01-10 16:17:49,
221,TL-00014-50,BrightMind Card Game,Premium learning toys product by BrightMind. High quality and durable.,Toys,Learning Toys,BrightMind,72.56,36.61,3194,True,2023-01-04 00:49:05,
222,BS-00013-28,Velvet Hue Foundation Kit,Premium skincare product by Velvet Hue. High quality and durable.,Beauty,Skincare,Velvet Hue,23.17,8.69,2249,True,2021-06-23 18:06:00,
223,BH-00016-57,GlossGlow Dry Shampoo,Premium haircare product by GlossGlow. High quality and durable.,Beauty,Haircare,GlossGlow,107.35,36.45,4470,True,2023-02-05 08:56:24,
224,HK-00008-56,ChefMate Storage Basket,Premium kitchen product by ChefMate. High quality and durable.,Home,Kitchen,ChefMate,290.38,124.49,2524,False,2021-04-19 03:34:44,
225,FDSN-00013-94,MunchCo Herbal Tea Box,Premium snacks product by MunchCo. High quality and durable.,Food & Drink,Snacks,MunchCo,64.92,20.72,1963,True,2023-08-19 20:43:50,
226,FMA-00008-97,DapperCo Wool Coat,Premium men's apparel product by DapperCo. High quality and durable.,Fashion,Men's Apparel,DapperCo,78.59,47.42,3624,True,2023-03-05 21:58:23,
227,HK-00009-40,ChefMate Wall Clock,Premium kitchen product by ChefMate. High quality and durable.,Home,Kitchen,ChefMate,185.48,111.44,1312,True,2023-09-13 10:58:46,
228,FDSN-00014-62,MunchCo Herbal Tea Box,Premium snacks product by MunchCo. High quality and durable.,Food & Drink,Snacks,MunchCo,64.2,25.42,656,True,2025-01-03 15:06:43,
229,FA-00004-52,CharmWear Tote Bag,Premium accessories product by CharmWear. High quality and durable.,Fashion,Accessories,CharmWear,364.35,221.11,822,True,2023-03-22 19:20:20,
230,TL-00015-55,BrightMind Remote Car,Premium learning toys product by BrightMind. High quality and durable.,Toys,Learning Toys,BrightMind,89.97,49.95,4486,True,2021-03-26 23:25:48,
231,FDS-00015-92,PureBoost Collagen Powder,Premium supplements product by PureBoost. High quality and durable.,Food & Drink,Supplements,PureBoost,53.12,27.65,1114,False,2023-08-08 07:16:32,
232,HF-00009-20,NestCraft Wall Clock,Premium furniture product by NestCraft. High quality and durable.,Home,Furniture,NestCraft,75.39,29.2,1065,True,2024-06-28 19:23:36,
233,FDCT-00008-67,BrewRoots Granola Mix,Premium coffee & tea product by BrewRoots. High quality and durable.,Food & Drink,Coffee & Tea,BrewRoots,40.88,22.78,2135,True,2023-10-15 18:10:02,
234,FDCT-00009-35,BrewRoots Vitamin D Drops,Premium coffee & tea product by BrewRoots. High quality and durable.,Food & Drink,Coffee & Tea,BrewRoots,11.33,4.86,3223,True,2022-11-29 10:58:26,
235,SF-00013-81,IronPath Resistance Band Set,Premium fitness product by IronPath. High quality and durable.,Sports,Fitness,IronPath,264.14,137.17,728,True,2023-03-25 07:58:03,
236,FWA-00008-16,Fiorelux Linen Shirt,Premium women's apparel product by Fiorelux. High quality and durable.,Fashion,Women's Apparel,Fiorelux,212.5,95.65,2131,True,2022-06-13 13:16:52,
237,TL-00016-11,BrightMind Remote Car,Premium learning toys product by BrightMind. High quality and durable.,Toys,Learning Toys,BrightMind,146.53,66.28,3716,True,2022-01-04 04:55:16,
238,EH-00009-34,Auraloop USB-C Hub,Premium headphones product by Auraloop. High quality and durable.,Electronics,Headphones,Auraloop,1136.61,664.57,2180,True,2024-04-02 01:27:59,
239,EC-00011-36,OpticPro Wireless Earbuds,Premium cameras product by OpticPro. High quality and durable.,Electronics,Cameras,OpticPro,730.1,473.34,2318,True,2024-07-23 17:01:11,
240,EC-00012-28,OpticPro Wireless Earbuds,Premium cameras product by OpticPro. High quality and durable.,Electronics,Cameras,OpticPro,58.81,37.74,1929,True,2024-02-23 10:11:14,
241,TBG-00011-92,GameCraft Card Game,Premium board games product by GameCraft. High quality and durable.,Toys,Board Games,GameCraft,97.05,29.47,1091,True,2024-05-20 03:49:40,
242,FWA-00009-59,Fiorelux Leather Belt,Premium women's apparel product by Fiorelux. High quality and durable.,Fashion,Women's Apparel,Fiorelux,360.06,200.78,2099,True,2021-07-02 12:53:25,
243,SO-00009-40,TrailForce Water Bottle,Premium outdoor product by TrailForce. High quality and durable.,Sports,Outdoor,TrailForce,196.31,83.24,4967,True,2021-05-22 09:36:40,
244,SO-00010-74,TrailForce Resistance Band Set,Premium outdoor product by TrailForce. High quality and durable.,Sports,Outdoor,TrailForce,253.57,102.92,3233,True,2021-05-08 18:30:04,
245,TL-00017-43,BrightMind Puzzle Set,Premium learning toys product by BrightMind. High quality and durable.,Toys,Learning Toys,BrightMind,42.27,19.97,2778,True,2021-10-06 12:38:17,
246,HF-00010-77,NestCraft Coffee Maker,Premium furniture product by NestCraft. High quality and durable.,Home,Furniture,NestCraft,265.43,103.82,2566,False,2025-03-31 23:50:29,
247,FDCT-00010-56,BrewRoots Vitamin D Drops,Premium coffee & tea product by BrewRoots. High quality and durable.,Food & Drink,Coffee & Tea,BrewRoots,74.47,29.72,2156,True,2023-03-31 11:13:02,
248,TO-00007-65,PlayZone Puzzle Set,Premium outdoor play product by PlayZone. High quality and durable.,Toys,Outdoor Play,PlayZone,179.61,73.72,4024,True,2024-09-29 00:00:08,
249,SF-00014-29,IronPath Pull-Up Bar,Premium fitness product by IronPath. High quality and durable.,Sports,Fitness,IronPath,36.01,13.11,3852,True,2024-12-22 07:56:56,
250,BS-00014-73,Velvet Hue Lip Palette,Premium skincare product by Velvet Hue. High quality and durable.,Beauty,Skincare,Velvet Hue,13.79,5.86,4594,True,2021-12-16 11:55:40,
251,FDSN-00015-28,MunchCo Collagen Powder,Premium snacks product by MunchCo. High quality and durable.,Food & Drink,Snacks,MunchCo,14.27,4.75,2327,True,2025-04-30 14:14:12,
252,FDCT-00011-82,BrewRoots Whey Protein,Premium coffee & tea product by BrewRoots. High quality and durable.,Food & Drink,Coffee & Tea,BrewRoots,71.82,36.27,4780,True,2022-07-16 00:11:21,
253,BS-00015-41,Velvet Hue Dry Shampoo,Premium skincare product by Velvet Hue. High quality and durable.,Beauty,Skincare,Velvet Hue,117.09,62.87,2692,False,2022-01-15 00:18:14,
254,BM-00011-85,Lumiere Co Vitamin C Serum,Premium makeup product by Lumiere Co. High quality and durable.,Beauty,Makeup,Lumiere Co,139.94,47.18,2650,True,2024-11-30 21:28:23,
255,FDSN-00016-94,MunchCo Whey Protein,Premium snacks product by MunchCo. High quality and durable.,Food & Drink,Snacks,MunchCo,40.99,21.31,2206,True,2023-10-21 11:51:05,
256,SC-00014-89,VeloEdge Water Bottle,Premium cycling product by VeloEdge. High quality and durable.,Sports,Cycling,VeloEdge,381.09,157.66,4662,True,2021-06-01 06:00:41,
257,FDSN-00017-46,MunchCo Granola Mix,Premium snacks product by MunchCo. High quality and durable.,Food & Drink,Snacks,MunchCo,29.24,9.34,579,True,2024-03-30 22:34:09,
258,SO-00011-42,TrailForce Water Bottle,Premium outdoor product by TrailForce. High quality and durable.,Sports,Outdoor,TrailForce,83.53,53.27,3267,True,2022-10-09 22:12:46,
259,EC-00013-61,OpticPro USB-C Hub,Premium cameras product by OpticPro. High quality and durable.,Electronics,Cameras,OpticPro,359.8,202.71,1262,True,2024-09-05 06:58:49,
260,FMA-00009-97,DapperCo Leather Belt,Premium men's apparel product by DapperCo. High quality and durable.,Fashion,Men's Apparel,DapperCo,309.69,131.82,787,True,2022-09-13 23:28:53,
261,BM-00012-59,Lumiere Co Lip Palette,Premium makeup product by Lumiere Co. High quality and durable.,Beauty,Makeup,Lumiere Co,75.65,37.6,3465,True,2024-02-19 01:40:07,
262,TL-00018-65,BrightMind Remote Car,Premium learning toys product by BrightMind. High quality and durable.,Toys,Learning Toys,BrightMind,129.83,43.17,4205,True,2022-11-28 15:48:58,
263,FWA-00010-73,Fiorelux Wool Coat,Premium women's apparel product by Fiorelux. High quality and durable.,Fashion,Women's Apparel,Fiorelux,273.09,143.79,687,True,2021-09-04 00:19:19,
264,FDCT-00012-48,BrewRoots Granola Mix,Premium coffee & tea product by BrewRoots. High quality and durable.,Food & Drink,Coffee & Tea,BrewRoots,16.15,5.57,2460,True,2024-08-21 21:59:42,
265,HF-00011-16,NestCraft Scented Candle,Premium furniture product by NestCraft. High quality and durable.,Home,Furniture,NestCraft,335.09,208.11,4205,True,2024-07-07 04:57:32,
266,SO-00012-94,TrailForce Pro Bar,Premium outdoor product by TrailForce. High quality and durable.,Sports,Outdoor,TrailForce,292.32,170.86,2911,True,2025-04-14 03:32:52,
267,SF-00015-94,IronPath Kettlebell,Premium fitness product by IronPath. High quality and durable.,Sports,Fitness,IronPath,193.21,111.13,3219,False,2023-07-14 18:12:26,
268,HF-00012-68,NestCraft Desk Lamp,Premium furniture product by NestCraft. High quality and durable.,Home,Furniture,NestCraft,456.84,209.0,2171,True,2022-08-05 14:01:39,
269,EH-00010-20,Auraloop Smart Speaker,Premium headphones product by Auraloop. High quality and durable.,Electronics,Headphones,Auraloop,902.76,461.69,871,True,2021-01-19 03:59:21,
270,BS-00016-11,Velvet Hue Dry Shampoo,Premium skincare product by Velvet Hue. High quality and durable.,Beauty,Skincare,Velvet Hue,32.39,15.13,3318,True,2025-02-21 04:39:34,
271,HF-00013-88,NestCraft Air Fryer,Premium furniture product by NestCraft. High quality and durable.,Home,Furniture,NestCraft,222.83,119.4,3235,True,2022-01-24 15:20:55,
272,ESH-00010-34,NexLink Wireless Earbuds,Premium smart home product by NexLink. High quality and durable.,Electronics,Smart Home,NexLink,156.5,47.82,1541,True,2025-02-03 18:41:53,
273,FWA-00011-93,Fiorelux Linen Shirt,Premium women's apparel product by Fiorelux. High quality and durable.,Fashion,Women's Apparel,Fiorelux,136.05,80.91,4412,True,2024-12-10 19:30:51,
274,EC-00014-64,OpticPro USB-C Hub,Premium cameras product by OpticPro. High quality and durable.,Electronics,Cameras,OpticPro,50.63,18.13,1248,True,2025-02-15 23:42:49,
275,BS-00017-67,Velvet Hue Lip Palette,Premium skincare product by Velvet Hue. High quality and durable.,Beauty,Skincare,Velvet Hue,91.1,33.75,4664,True,2021-06-08 05:01:59,
276,HK-00010-23,ChefMate Wall Clock,Premium kitchen product by ChefMate. High quality and durable.,Home,Kitchen,ChefMate,381.94,209.91,3405,True,2023-06-23 09:43:15,
277,SO-00013-61,TrailForce Pro Bar,Premium outdoor product by TrailForce. High quality and durable.,Sports,Outdoor,TrailForce,202.15,102.46,3996,True,2021-03-01 02:12:31,
278,BH-00017-50,GlossGlow Vitamin C Serum,Premium haircare product by GlossGlow. High quality and durable.,Beauty,Haircare,GlossGlow,86.56,34.08,3417,True,2025-03-18 06:07:37,
279,TBG-00012-54,GameCraft Puzzle Set,Premium board games product by GameCraft. High quality and durable.,Toys,Board Games,GameCraft,95.18,43.09,1321,True,2024-12-28 21:06:10,
280,HD-00013-39,Serein Lab Desk Lamp,Premium decor product by Serein Lab. High quality and durable.,Home,Decor,Serein Lab,309.51,156.51,2778,True,2024-12-26 11:27:09,
281,EL-00011-59,Voltix Portable Charger,Premium laptops product by Voltix. High quality and durable.,Electronics,Laptops,Voltix,1152.77,681.95,2951,True,2022-05-19 09:30:56,
282,TL-00019-46,BrightMind Puzzle Set,Premium learning toys product by BrightMind. High quality and durable.,Toys,Learning Toys,BrightMind,141.23,46.63,3955,True,2022-05-01 15:37:25,
283,TO-00008-22,PlayZone Puzzle Set,Premium outdoor play product by PlayZone. High quality and durable.,Toys,Outdoor Play,PlayZone,160.76,101.29,4044,True,2021-05-27 04:15:09,
284,SO-00014-43,TrailForce Pro Bar,Premium outdoor product by TrailForce. High quality and durable.,Sports,Outdoor,TrailForce,152.46,54.2,4124,False,2023-11-16 07:19:43,
285,BS-00018-89,Velvet Hue Foundation Kit,Premium skincare product by Velvet Hue. High quality and durable.,Beauty,Skincare,Velvet Hue,40.19,19.96,3984,True,2024-01-09 16:41:12,
286,FDS-00016-81,PureBoost Whey Protein,Premium supplements product by PureBoost. High quality and durable.,Food & Drink,Supplements,PureBoost,25.06,8.84,4222,True,2021-06-06 15:44:23,
287,BM-00013-24,Lumiere Co Vitamin C Serum,Premium makeup product by Lumiere Co. High quality and durable.,Beauty,Makeup,Lumiere Co,146.4,83.97,4994,True,2021-05-11 09:28:05,
288,TL-00020-31,BrightMind Science Kit,Premium learning toys product by BrightMind. High quality and durable.,Toys,Learning Toys,BrightMind,129.69,78.44,2962,True,2024-10-03 17:57:40,
289,FDSN-00018-73,MunchCo Collagen Powder,Premium snacks product by MunchCo. High quality and durable.,Food & Drink,Snacks,MunchCo,59.94,20.07,2979,True,2022-01-18 02:18:42,
290,FDS-00017-66,PureBoost Vitamin D Drops,Premium supplements product by PureBoost. High quality and durable.,Food & Drink,Supplements,PureBoost,77.72,44.24,53,True,2025-01-11 14:53:52,
291,HD-00014-74,Serein Lab Wall Clock,Premium decor product by Serein Lab. High quality and durable.,Home,Decor,Serein Lab,111.04,43.65,3399,True,2023-02-02 14:10:26,
292,EC-00015-39,OpticPro Portable Charger,Premium cameras product by OpticPro. High quality and durable.,Electronics,Cameras,OpticPro,187.14,84.23,3353,True,2025-05-23 15:19:40,
293,FDSN-00019-56,MunchCo Granola Mix,Premium snacks product by MunchCo. High quality and durable.,Food & Drink,Snacks,MunchCo,75.78,34.47,81,True,2021-08-05 04:20:58,
294,SO-00015-50,TrailForce Water Bottle,Premium outdoor product by TrailForce. High quality and durable.,Sports,Outdoor,TrailForce,169.64,96.75,3555,True,2021-04-26 05:54:32,
295,FWA-00012-83,Fiorelux Wool Coat,Premium women's apparel product by Fiorelux. High quality and durable.,Fashion,Women's Apparel,Fiorelux,47.75,24.88,4258,True,2024-06-02 23:30:08,
296,FMA-00010-50,DapperCo Leather Belt,Premium men's apparel product by DapperCo. High quality and durable.,Fashion,Men's Apparel,DapperCo,456.43,138.19,2291,True,2022-04-02 06:48:37,
297,FA-00005-67,CharmWear Baseball Cap,Premium accessories product by CharmWear. High quality and durable.,Fashion,Accessories,CharmWear,329.06,200.94,3622,True,2024-06-10 18:07:53,
298,FDS-00018-48,PureBoost Energy Gummies,Premium supplements product by PureBoost. High quality and durable.,Food & Drink,Supplements,PureBoost,11.32,5.53,3194,True,2022-01-27 11:39:42,
299,TBG-00013-46,GameCraft Magnetic Tiles,Premium board games product by GameCraft. High quality and durable.,Toys,Board Games,GameCraft,50.61,24.25,2557,True,2022-05-13 04:30:12,
300,SF-00016-79,IronPath Jump Rope,Premium fitness product by IronPath. High quality and durable.,Sports,Fitness,IronPath,243.11,93.47,2489,True,2021-12-10 03:08:42,
301,FF-00008-57,StepUp Tote Bag,Premium footwear product by StepUp. High quality and durable.,Fashion,Footwear,StepUp,144.68,69.1,1014,False,2022-01-23 14:01:11,
302,BM-00014-83,Lumiere Co Hair Mask,Premium makeup product by Lumiere Co. High quality and durable.,Beauty,Makeup,Lumiere Co,112.63,51.65,1934,True,2022-12-28 12:13:02,
303,HD-00015-46,Serein Lab Wall Clock,Premium decor product by Serein Lab. High quality and durable.,Home,Decor,Serein Lab,403.48,236.15,4692,True,2024-03-19 08:47:51,
304,TBG-00014-41,GameCraft Science Kit,Premium board games product by GameCraft. High quality and durable.,Toys,Board Games,GameCraft,29.99,14.42,1577,True,2024-11-12 11:46:43,
305,SF-00017-64,IronPath Resistance Band Set,Premium fitness product by IronPath. High quality and durable.,Sports,Fitness,IronPath,333.95,109.76,509,True,2025-01-19 16:00:11,
306,EC-00016-19,OpticPro Portable Charger,Premium cameras product by OpticPro. High quality and durable.,Electronics,Cameras,OpticPro,458.92,222.2,4818,True,2024-05-11 13:06:53,
307,FDCT-00013-84,BrewRoots Herbal Tea Box,Premium coffee & tea product by BrewRoots. High quality and durable.,Food & Drink,Coffee & Tea,BrewRoots,42.41,19.01,3605,True,2024-07-19 07:59:00,
308,FDS-00019-28,PureBoost Energy Gummies,Premium supplements product by PureBoost. High quality and durable.,Food & Drink,Supplements,PureBoost,42.93,20.16,3749,True,2025-05-14 09:52:59,
309,FDSN-00020-25,MunchCo Granola Mix,Premium snacks product by MunchCo. High quality and durable.,Food & Drink,Snacks,MunchCo,57.09,26.23,267,True,2024-02-22 11:23:39,
